,labels
11689,2
11693,1
11696,1
11699,2
11700,1
11703,2
11705,1
11706,2
11710,2
11714,1
11716,1
11718,2
11719,1
11722,1
11723,3
11724,1
11725,1
11728,2
11730,1
11733,2
11735,1
11738,1
11739,2
11747,1
11750,1
11754,1
11756,2
11757,1
11761,1
11762,1
11764,2
11767,2
11768,1
11769,1
11772,1
11773,2
11777,3
11778,2
11779,2
11780,3
11782,1
11783,2
11785,1
11786,2
11788,1
11790,1
11791,2
11793,1
11794,2
11797,1
11798,1
11800,1
11803,1
11806,2
11808,2
11809,1
11810,2
11812,2
11815,2
11816,1
11821,1
11822,1
11823,2
11826,1
11827,1
11828,2
11831,1
11833,2
11834,2
11837,1
11840,1
11845,1
11850,1
11853,1
11854,1
11855,1
11856,1
11857,1
11861,2
11863,1
11865,1
11869,1
11871,1
11873,1
11874,1
11877,1
11885,2
11887,1
11890,1
11891,1
11892,1
11894,1
11896,2
11898,1
11899,2
11907,2
11911,1
11918,2
11919,1
11921,1
11922,2
11926,1
11928,2
11929,1
11930,1
11931,1
11932,1
11933,2
11935,1
11936,2
11937,1
11938,1
11942,1
11945,2
11947,1
11950,1
11952,2
11955,1
11957,1
11960,2
11963,3
11965,1
11966,2
11968,1
11969,1
11972,2
11973,1
11974,1
11975,1
11976,2
11978,1
11979,2
11980,2
11983,2
11984,1
11986,1
11991,1
11993,1
11994,1
11995,2
11997,1
11998,2
11999,1
12001,1
12003,1
12005,1
12006,2
12007,3
12009,1
12011,1
12012,1
12013,2
12015,1
12017,2
12019,1
12020,1
12026,1
12027,1
12028,1
12031,2
12032,1
12035,1
12036,1
12037,2
12040,3
12044,1
12045,1
12046,2
12047,2
12049,2
12050,1
12051,2
12055,1
12056,2
12057,2
12058,1
12061,2
12066,2
12067,1
12068,1
12069,1
12071,1
12075,1
12078,2
12079,1
12082,2
12084,1
12085,1
12086,2
12087,3
12089,1
12092,2
12093,1
12094,1
12096,1
12098,2
12099,2
12100,2
12101,2
12104,3
12105,1
12106,1
12108,2
12110,2
12113,1
12114,1
12115,2
12116,1
12117,2
12118,1
12119,1
12120,1
12121,1
12123,2
12127,1
12129,3
12130,1
12132,2
12135,2
12136,1
12139,3
12142,1
12147,1
12148,2
12149,1
12150,1
12152,2
12153,1
12159,1
12164,2
12166,1
12170,1
12173,1
12175,1
12177,2
12183,1
12185,1
12186,2
12187,1
12188,1
12189,1
12191,3
12192,2
12193,2
12194,2
12197,2
12198,1
12200,1
12201,1
12202,1
12203,1
12205,1
12207,2
12215,2
12218,1
12221,1
12222,3
12225,2
12228,3
12229,1
12232,1
12233,2
12237,1
12242,1
12246,1
12247,1
12250,1
12254,2
12256,2
12257,2
12261,1
12264,2
12265,1
12267,1
12269,1
12270,2
12273,2
12275,1
12276,2
12277,1
12278,1
12279,2
12280,1
12281,1
12282,3
12283,2
12287,2
12288,1
12290,1
12291,3
12295,1
12297,1
12299,2
12300,3
12305,1
12306,2
12308,1
12311,1
12312,2
12316,2
12317,2
12318,1
12319,1
12320,1
12321,1
12322,2
12323,2
12324,2
12326,2
12332,1
12333,1
12334,1
12335,2
12339,1
12345,2
12348,1
12349,1
12355,2
12356,1
12358,1
12363,3
12364,2
12365,2
12366,1
12367,2
12371,2
12372,1
12373,2
12374,1
12376,1
12379,2
12380,1
12382,2
12384,1
12385,2
12387,1
12393,2
12396,3
12398,1
12399,1
12400,1
12402,1
12403,1
12406,2
12407,2
12410,1
12411,1
12415,1
12418,1
12419,2
12420,1
12421,1
12426,2
12427,1
12430,1
12431,2
12432,1
12434,2
12436,2
12437,1
12438,1
12440,2
12441,3
12442,2
12447,1
12448,1
12450,1
12451,2
12452,2
12455,2
12457,1
12458,1
12459,2
12461,1
12463,2
12464,1
12470,1
12472,2
12476,1
12478,1
12479,1
12482,1
12483,3
12484,2
12486,1
12488,2
12490,1
12493,1
12494,1
12496,1
12500,1
12502,2
12508,2
12509,1
12513,2
12514,1
12516,2
12517,1
12518,1
12519,1
12521,2
12522,1
12523,1
12525,1
12526,1
12527,2
12528,2
12529,1
12531,1
12532,3
12538,2
12539,3
12544,1
12545,2
12546,2
12547,2
12551,1
12555,3
12556,2
12557,1
12560,1
12561,2
12562,1
12564,1
12565,1
12567,2
12569,1
12570,2
12573,1
12574,1
12575,1
12578,1
12581,1
12583,2
12585,1
12586,1
12589,1
12591,2
12592,1
12593,1
12597,1
12598,1
12600,1
12601,1
12604,1
12605,1
12606,2
12609,1
12610,2
12611,1
12614,1
12615,2
12616,1
12617,1
12618,1
12619,2
12620,1
12623,2
12625,1
12627,3
12630,1
12631,1
12632,2
12643,2
12647,2
12648,2
12650,1
12651,2
12654,2
12655,1
12656,1
12657,1
12660,1
12661,1
12662,1
12663,2
12664,1
12669,1
12670,2
12671,2
12673,3
12674,1
12675,1
12679,1
12681,2
12685,1
12686,1
12689,1
12690,1
12692,1
12693,2
12696,1
12697,1
12698,1
12700,1
12706,1
12711,2
12712,2
12713,1
12714,1
12715,2
12716,2
12718,1
12720,1
12725,1
12726,2
12727,1
12728,2
12730,1
12731,2
12733,1
12734,2
12736,1
12737,2
12738,1
12743,1
12744,1
12751,1
12754,1
12758,1
12759,1
12760,1
12761,1
12762,1
12763,1
12767,2
12768,1
12769,1
12771,1
12772,1
12775,1
12777,2
12781,1
12783,1
12784,1
12787,1
12789,3
12790,2
12793,1
12796,1
12797,3
12798,2
12800,2
12801,2
12804,1
12807,1
12808,2
12809,1
12810,1
12813,1
12814,2
12815,2
12817,2
12823,1
12826,2
12827,1
12828,1
12833,1
12834,1
12835,2
12836,2
12842,1
12843,1
12844,3
12845,2
12848,1
12852,2
12853,1
12854,1
12858,1
12859,2
12863,2
12866,1
12867,2
12876,2
12877,1
12878,1
12879,1
12880,2
12881,1
12883,1
12889,2
12890,1
12891,1
12892,1
12893,1
12894,2
12896,3
12897,1
12900,1
12901,1
12904,1
12906,1
12907,2
12909,1
12910,1
12914,2
12915,1
12917,1
12918,2
12919,1
12920,1
12923,1
12924,3
12925,2
12926,1
12927,1
12929,2
12932,1
12933,1
12936,1
12938,1
12939,1
12940,1
12941,3
12943,1
12946,1
12948,1
12949,2
12950,1
12951,1
12952,1
12953,1
12954,1
12955,2
12956,2
12959,3
12962,2
12963,1
12969,2
12971,1
12972,2
12973,2
12976,1
12977,3
12978,1
12979,1
12981,1
12984,2
12990,2
12991,2
12992,2
12999,2
13001,2
13008,1
13009,2
13011,2
13012,1
13013,1
13014,2
13015,1
13016,1
13017,1
13018,1
13022,2
13023,1
13024,1
13025,1
13028,1
13029,2
13030,2
13032,1
13033,1
13035,1
13037,3
13039,2
13040,1
13043,2
13045,1
13046,1
13052,1
13057,2
13058,1
13062,1
13063,1
13065,2
13067,1
13070,2
13071,1
13072,2
13076,1
13078,2
13080,1
13081,2
13084,2
13085,1
13087,1
13088,1
13089,2
13091,3
13093,2
13095,2
13101,2
13103,1
13104,2
13105,1
13106,1
13108,2
13112,2
13113,2
13116,2
13118,1
13119,1
13125,2
13126,1
13131,2
13132,1
13134,1
13139,2
13140,3
13141,1
13142,1
13143,1
13144,1
13145,1
13146,2
13147,1
13148,1
13149,2
13152,1
13154,2
13155,1
13156,1
13157,2
13164,2
13165,1
13166,1
13169,1
13170,2
13174,1
13175,2
13182,2
13185,1
13187,1
13188,2
13194,2
13197,2
13201,1
13202,1
13209,1
13212,1
13214,2
13215,1
13216,1
13218,2
13219,1
13220,1
13221,2
13225,1
13230,2
13232,2
13233,1
13236,1
13238,1
13240,2
13242,1
13252,1
13254,2
13256,1
13258,1
13259,1
13262,1
13265,1
13267,2
13268,2
13271,2
13272,2
13273,1
13275,1
13278,2
13279,1
13280,1
13286,1
13287,2
13288,1
13290,1
13293,2
13295,2
13296,1
13297,1
13298,1
13301,1
13302,3
13303,3
13304,2
13306,2
13310,2
13311,1
13312,1
13313,2
13316,2
13317,2
13320,1
13321,2
13322,1
13327,1
13328,2
13331,1
13332,1
13336,1
13338,2
13340,2
13341,3
13344,2
13346,1
13347,2
13348,1
13351,1
13352,1
13353,1
13357,1
13359,2
13360,1
13361,1
13364,2
13365,1
13368,1
13370,2
13371,1
13373,1
13374,1
13377,2
13378,2
13385,2
13387,2
13388,2
13389,1
13390,1
13394,1
13397,1
13399,2
13403,1
13405,2
13408,2
13409,1
13410,2
13414,1
13415,1
13416,1
13418,1
13419,1
13420,1
13421,1
13422,1
13423,1
13424,1
13426,2
13428,1
13429,1
13430,1
13431,2
13432,1
13435,1
13437,2
13440,1
13441,1
13442,1
13444,1
13446,1
13450,2
13451,1
13453,1
13456,1
13457,1
13458,1
13459,2
13460,1
13461,2
13463,1
13465,2
13466,2
13467,1
13470,1
13471,1
13475,1
13478,2
13479,1
13483,1
13484,1
13486,1
13487,1
13490,2
13492,1
13493,2
13495,1
13496,1
13499,1
13503,2
13508,1
13510,3
13514,2
13515,1
13519,1
13520,1
13523,1
13524,2
13527,1
13528,1
13530,1
13532,1
13534,1
13535,2
13536,1
13537,2
13539,1
13541,2
13544,1
13546,2
13547,2
13548,2
13552,2
13555,1
13557,2
13558,2
13561,1
13562,1
13563,1
13568,2
13570,1
13571,1
13573,1
13576,2
13579,1
13580,2
13584,1
13585,2
13587,2
13594,3
13595,1
13597,1
13598,1
13601,1
13602,1
13604,2
13612,2
13614,1
13615,3
13616,2
13619,2
13620,1
13621,2
13623,1
13624,1
13626,1
13627,3
13628,1
13630,2
13633,2
13634,1
13635,1
13636,2
13640,1
13641,1
13642,1
13643,2
13644,1
13645,2
13648,1
13651,1
13655,1
13657,1
13658,1
13659,2
13660,2
13664,1
13665,1
13666,1
13667,1
13669,1
13671,2
13673,2
13678,1
13680,1
13681,2
13683,2
13684,1
13688,1
13689,1
13690,2
13696,1
13698,2
13700,1
13701,2
13703,2
13708,1
13709,2
13711,2
13712,2
13716,1
13717,1
13718,1
13719,2
13720,1
13721,1
13723,2
13725,1
13726,1
13728,1
13730,1
13735,1
13736,1
13737,2
13738,1
13739,2
13740,2
13741,1
13742,1
13744,1
13745,1
13746,2
13751,1
13752,1
13753,2
13755,1
13756,1
13759,1
13760,1
13763,1
13764,2
13766,1
13767,1
13770,2
13772,1
13773,2
13774,1
13778,1
13779,2
13781,1
13783,1
13784,1
13786,2
13788,1
13790,2
13793,2
13796,1
13799,2
13800,1
13801,1
13803,1
13804,1
13805,1
13806,1
13808,1
13810,2
13811,2
13820,2
13821,1
13823,2
13824,1
13828,2
13830,1
13832,2
13833,1
13837,1
13839,1
13841,2
13843,1
13844,2
13845,1
13847,1
13852,1
13853,2
13854,2
13855,1
13857,1
13858,2
13859,2
13860,1
13862,1
13867,1
13870,1
13873,2
13874,1
13875,1
13876,1
13878,1
13879,1
13881,2
13884,1
13888,2
13889,2
13890,1
13892,2
13893,1
13895,2
13896,2
13898,1
13899,1
13901,1
13903,2
13904,2
13906,1
13913,1
13915,2
13916,1
13920,1
13924,1
13926,1
13930,2
13938,1
13939,2
13940,1
13944,1
13946,1
13947,2
13949,1
13958,2
13960,2
13964,1
13969,2
13970,1
13972,1
13976,1
13977,1
13978,2
13980,1
13983,1
13984,1
13985,1
13989,1
13990,2
13992,1
13995,2
13996,1
13997,2
14000,1
14001,1
14002,2
14005,1
14006,1
14009,1
14010,2
14011,1
14012,3
14014,2
14015,2
14017,1
14018,2
14020,2
14021,1
14024,1
14027,1
14028,1
14033,1
14034,1
14036,2
14037,2
14038,1
14043,1
14044,1
14045,1
14046,2
14048,1
14049,1
14050,2
14051,1
14053,1
14055,2
14058,1
14059,1
14061,1
14065,1
14067,1
14069,2
14070,2
14072,1
14074,2
14076,1
14077,1
14078,2
14081,3
14083,2
14084,2
14086,1
14087,1
14091,1
14093,1
14095,2
14097,1
14099,1
14101,2
14102,1
14107,1
14112,1
14114,2
14118,1
14119,2
14120,1
14124,2
14125,1
14126,2
14127,2
14131,2
14132,1
14137,1
14139,1
14141,2
14143,3
14144,1
14149,2
14151,1
14154,1
14155,1
14157,2
14158,3
14159,2
14160,2
14163,1
14165,1
14166,1
14169,1
14170,2
14172,1
14173,2
14174,1
14175,2
14176,3
14178,1
14181,1
14182,2
14186,3
14188,1
14190,2
14192,2
14193,2
14201,1
14203,2
14204,1
14205,1
14206,1
14208,1
14210,2
14212,2
14213,1
14216,3
14222,1
14223,2
14224,2
14225,2
14227,2
14230,1
14231,2
14232,2
14233,1
14234,1
14237,1
14240,2
14241,1
14243,1
14246,3
14252,1
14255,1
14259,1
14265,1
14269,1
14270,1
14271,2
14272,1
14273,1
14275,1
14276,1
14278,1
14280,2
14286,1
14300,1
14303,2
14304,1
14306,1
14307,1
14309,1
14311,2
14312,1
14316,2
14317,2
14319,1
14325,1
14328,2
14330,1
14331,2
14332,2
14333,2
14334,1
14336,1
14339,1
14341,2
14342,2
14343,1
14344,1
14346,1
14347,2
14348,1
14356,1
14359,1
14364,1
14365,1
14369,1
14372,2
14377,2
14378,2
14380,2
14381,2
14385,2
14388,1
14390,1
14391,1
14393,2
14395,1
14399,1
14400,2
14401,1
14402,1
14403,1
14404,1
14406,2
14409,1
14410,1
14413,2
14414,1
14416,1
14419,1
14420,1
14422,2
14424,1
14425,2
14431,2
14433,2
14434,1
14435,1
14436,2
14437,2
14438,1
14439,1
14440,1
14441,1
14442,1
14443,2
14444,2
14448,2
14450,1
14451,3
14452,2
14454,2
14457,1
14463,1
14465,2
14466,1
14467,1
14468,2
14470,2
14471,3
14475,2
14476,2
14478,1
14479,1
14480,1
14482,1
14485,2
14486,2
14488,1
14490,1
14492,1
14493,1
14494,2
14496,2
14497,2
14500,1
14501,2
14506,1
14509,2
14510,1
14512,1
14515,3
14519,1
14520,1
14521,1
14522,2
14523,1
14525,2
14533,1
14534,2
14536,1
14537,1
14538,1
14540,1
14541,1
14542,2
14543,1
14544,1
14545,1
14546,2
14549,1
14554,2
14559,1
14561,2
14566,1
14570,2
14571,2
14572,1
14573,2
14574,1
14576,2
14578,1
14579,1
14580,2
14581,1
14583,2
14584,1
14585,2
14587,1
14588,1
14590,1
14591,1
14593,1
14597,1
14598,1
14599,2
14603,2
14605,1
14606,1
14610,1
14613,1
14615,2
14616,2
14617,1
14619,1
14621,1
14623,2
14624,1
14625,1
14626,1
14627,1
14628,1
14629,2
14633,1
14637,1
14638,1
14642,2
14643,1
14644,1
14645,1
14649,2
14650,1
14651,1
14652,2
14653,2
14654,2
14657,2
14658,2
14660,1
14661,1
14662,1
14664,2
14666,1
14667,1
14668,2
14669,1
14670,1
14671,1
14673,1
14679,1
14680,2
14681,1
14684,1
14686,2
14687,1
14688,2
14689,1
14690,2
14691,2
14696,1
14698,1
14700,2
14701,1
14702,1
14705,1
14706,2
14707,1
14708,1
14710,1
14713,1
14716,2
14718,1
14719,1
14720,3
14721,1
14722,2
14725,1
14728,2
14731,1
14732,1
14733,1
14735,1
14737,1
14738,2
14739,2
14742,3
14743,1
14744,2
14747,1
14750,1
14751,2
14753,1
14754,1
14761,2
14763,1
14764,2
14767,1
14770,2
14774,3
14776,1
14778,1
14780,2
14782,1
14783,2
14787,3
14788,1
14791,1
14793,2
14795,1
14796,2
14797,1
14799,2
14800,2
14801,2
14802,1
14807,1
14808,2
14814,2
14815,1
14819,1
14821,1
14822,2
14824,1
14826,1
14830,1
14833,1
14836,1
14839,1
14844,1
14845,1
14846,2
14848,1
14849,1
14851,2
14852,1
14853,1
14855,1
14859,1
14860,3
14866,2
14869,1
14871,2
14872,1
14873,1
14876,2
14878,2
14879,1
14884,2
14885,2
14886,2
14887,2
14891,1
14892,1
14893,1
14894,2
14896,2
14897,1
14898,1
14899,3
14900,2
14903,1
14904,1
14905,1
14907,2
14912,1
14913,1
14915,1
14922,2
14923,1
14924,1
14927,1
14928,2
14929,1
14931,2
14933,1
14934,1
14935,1
14937,2
14939,1
14941,3
14946,1
14948,3
14949,1
14950,1
14951,1
14953,1
14955,1
14956,2
14957,1
14958,1
14960,2
14961,2
14962,1
14964,1
14965,1
14966,2
14969,1
14973,1
14976,2
14977,2
14978,1
14981,1
14982,2
14984,2
14985,1
14987,2
14993,1
14996,1
14997,2
14998,1
14999,1
15000,1
15004,1
15005,1
15006,1
15008,1
15009,1
15010,1
15011,2
15013,2
15014,2
15015,1
15016,1
15019,2
15021,1
15025,2
15028,2
15029,1
15030,1
15032,1
15033,1
15034,2
15037,1
15039,2
15041,1
15043,2
15044,2
15045,1
15046,2
15048,1
15049,2
15050,1
15052,2
15054,1
15056,1
15057,1
15058,1
15059,1
15060,1
15066,1
15068,2
15072,1
15075,1
15076,2
15077,1
15081,1
15082,1
15083,1
15084,1
15086,2
15088,1
15089,1
15090,1
15091,2
15097,3
15099,1
15102,2
15104,1
15105,2
15107,1
15108,1
15110,1
15113,2
15114,1
15115,2
15123,2
15127,1
15131,1
15132,2
15133,1
15134,2
15135,2
15137,2
15139,2
15140,1
15142,2
15143,2
15144,1
15146,2
15148,2
15149,1
15154,2
15157,2
15158,1
15161,2
15164,1
15166,1
15167,2
15168,1
15170,1
15172,1
15173,2
15175,1
15176,2
15179,1
15184,1
15185,2
15187,1
15188,1
15195,1
15196,2
15197,2
15200,2
15203,1
15205,1
15206,2
15208,3
15209,2
15210,1
15212,2
15213,1
15214,1
15216,3
15218,1
15219,1
15221,2
15222,1
15223,2
15227,2
15228,2
15229,1
15230,1
15231,1
15234,1
15237,2
15238,1
15239,2
15240,2
15241,1
15243,1
15245,2
15248,1
15252,3
15257,1
15259,1
15261,1
15262,1
15263,1
15264,2
15266,1
15269,2
15271,3
15272,1
15275,1
15277,2
15278,3
15284,1
15285,1
15286,1
15287,1
15288,2
15295,2
15299,1
15300,2
15301,2
15302,1
15303,2
15306,1
15308,2
15309,2
15311,2
15313,2
15316,1
15317,1
15318,1
15319,1
15321,2
15323,1
15324,2
15326,1
15327,2
15330,1
15331,1
15332,2
15334,1
15340,2
15341,1
15343,1
15344,2
15345,1
15346,2
15347,1
15348,1
15349,1
15350,3
15351,1
15357,2
15361,1
15362,1
15364,1
15365,2
15366,1
15368,1
15369,1
15373,1
15374,2
15376,1
15378,1
15381,3
15383,2
15386,1
15387,1
15388,1
15389,2
15390,2
15391,1
15393,1
15396,1
15397,2
15399,1
15402,1
15404,1
15409,2
15411,3
15412,1
15416,2
15417,2
15418,2
15420,1
15421,2
15422,2
15423,2
15428,2
15429,1
15434,1
15435,1
15438,1
15440,1
15441,2
15443,1
15444,1
15445,1
15448,1
15449,3
15451,2
15454,2
15457,1
15459,2
15463,1
15464,2
15465,1
15466,2
15471,1
15472,2
15474,2
15478,1
15480,2
15481,1
15482,1
15483,2
15485,3
15488,2
15490,2
15493,1
15495,2
15496,1
15497,2
15498,1
15499,1
15500,2
15502,1
15509,1
15511,1
15514,1
15515,2
15516,1
15517,1
15518,1
15521,2
15522,1
15523,1
15526,1
15527,2
15528,2
15531,2
15536,1
15537,1
15538,1
15540,1
15542,1
15545,1
15546,2
15547,2
15548,1
15551,1
15553,2
15555,1
15556,2
15557,1
15558,2
15560,1
15564,1
15566,1
15568,2
15571,1
15575,2
15576,1
15577,1
15578,1
15580,2
15583,1
15585,1
15589,2
15592,1
15593,1
15594,1
15596,2
15597,1
15598,1
15602,2
15603,2
15604,2
15608,2
15612,2
15613,1
15617,1
15618,1
15620,1
15621,1
15622,1
15626,2
15627,2
15633,2
15635,1
15637,2
15639,1
15640,1
15643,1
15644,1
15646,2
15647,1
15650,1
15651,2
15653,2
15655,1
15657,2
15659,2
15660,3
15661,3
15663,2
15665,2
15667,1
15671,1
15673,2
15675,2
15677,2
15679,1
15681,2
15682,2
15684,1
15685,2
15686,2
15688,1
15689,2
15690,2
15691,2
15697,1
15698,2
15699,1
15704,1
15707,1
15711,2
15712,1
15713,2
15714,1
15715,2
15720,2
15723,2
15725,1
15734,1
15735,2
15736,1
15737,1
15743,2
15744,2
15745,1
15753,1
15757,2
15761,1
15765,1
15770,2
15773,1
15775,1
15776,2
15778,2
15782,1
15786,2
15787,1
15790,1
15792,1
15793,1
15795,2
15796,1
15800,1
15802,2
15805,1
15806,2
15807,1
15809,2
15811,2
15812,1
15815,1
15816,1
15817,2
15820,1
15821,1
15823,2
15830,2
15832,1
15835,2
15836,2
15840,1
15842,1
15845,1
15846,2
15847,1
15848,1
15852,1
15853,2
15862,1
15863,2
15864,1
15867,2
15868,2
15871,2
15874,1
15875,1
15876,1
15879,1
15880,2
15882,1
15885,1
15890,2
15891,2
15892,1
15893,1
15895,2
15896,2
15897,1
15899,1
15905,1
15906,1
15908,1
15910,2
15912,1
15913,2
15917,1
15918,1
15919,1
15920,2
15924,2
15925,2
15926,1
15928,1
15929,1
15931,1
15936,2
15939,1
15940,1
15941,1
15942,1
15944,1
15946,1
15947,2
15949,1
15950,1
15951,1
15952,2
15953,2
15954,1
15955,1
15956,1
15962,1
15963,3
15964,1
15968,2
15969,2
15972,1
15974,1
15975,1
15981,1
15984,3
15985,2
15986,2
15988,1
15989,1
15990,1
15993,1
15996,1
15998,1
16000,2
16001,2
16002,2
16003,1
16004,1
16005,2
16006,1
16007,1
16009,2
16011,1
16012,3
16013,3
16014,1
16016,2
16022,2
16026,2
16027,1
16029,3
16031,1
16032,2
16034,1
16035,2
16036,2
16039,1
16041,1
16044,1
16046,1
16047,1
16051,2
16053,2
16056,1
16057,2
16060,1
16063,1
16068,2
16072,1
16073,1
16074,1
16075,1
16076,1
16078,1
16079,2
16081,2
16083,1
16084,2
16085,1
16087,1
16088,2
16097,2
16099,1
16102,1
16103,1
16106,2
16107,2
16108,1
16109,1
16112,1
16113,3
16114,2
16116,1
16117,1
16118,2
16119,2
16120,1
16121,1
16126,1
16127,1
16128,1
16132,1
16133,1
16134,1
16136,2
16138,1
16141,1
16143,2
16144,1
16145,2
16148,1
16149,2
16150,1
16151,1
16154,1
16155,1
16156,1
16159,2
16160,1
16162,1
16164,1
16165,1
16166,2
16170,1
16171,1
16172,1
16173,1
16174,1
16177,1
16178,2
16179,1
16180,1
16181,2
16183,1
16187,1
16190,1
16192,1
16194,2
16195,2
16198,1
16199,1
16200,1
16201,1
16202,2
16206,1
16207,1
16208,2
16209,1
16213,1
16214,1
16215,2
16222,1
16223,2
16224,1
16225,1
16227,3
16228,1
16230,2
16239,2
16241,1
16242,1
16243,2
16245,1
16246,1
16247,2
16248,1
16254,2
16257,2
16258,1
16261,2
16262,1
16264,2
16265,2
16271,1
16273,1
16274,1
16275,1
16280,1
16281,1
16290,1
16291,1
16292,2
16294,1
16295,1
16299,2
16300,2
16301,1
16303,1
16304,1
16305,3
16307,1
16312,2
16314,2
16316,1
16317,1
16319,1
16320,2
16321,2
16322,1
16326,2
16328,2
16329,2
16331,3
16334,1
16335,2
16337,1
16338,1
16339,2
16340,1
16342,2
16343,1
16345,1
16346,2
16347,1
16348,2
16349,1
16350,2
16352,1
16356,2
16357,1
16364,2
16365,1
16366,1
16369,1
16370,1
16371,1
16372,2
16375,1
16378,1
16379,1
16380,2
16381,1
16382,1
16386,1
16388,2
16390,1
16391,1
16393,2
16395,3
16396,2
16397,1
16398,2
16402,1
16405,1
16406,1
16409,1
16413,2
16416,1
16419,2
16421,3
16424,2
16430,2
16432,1
16434,1
16435,1
16438,2
16441,1
16442,1
16443,2
16445,2
16450,1
16454,2
16457,2
16459,1
16460,2
16462,2
16465,1
16466,1
16467,1
16469,2
16471,1
16472,2
16473,1
16474,1
16475,1
16478,2
16480,1
16481,3
16484,2
16485,1
16487,1
16488,1
16490,1
16491,1
16494,1
16495,1
16496,1
16497,2
16499,1
16500,1
16501,1
16502,2
16503,1
16504,1
16507,3
16509,1
16510,1
16511,2
16512,1
16515,1
16518,2
16522,1
16523,1
16524,1
16525,1
16528,2
16530,3
16533,1
16535,2
16536,3
16538,1
16539,1
16543,1
16544,2
16548,2
16549,2
16550,1
16552,1
16556,1
16557,1
16558,1
16560,1
16562,2
16563,3
16564,2
16566,3
16568,2
16573,2
16574,2
16575,1
16576,1
16578,1
16581,2
16583,1
16585,1
16586,1
16588,1
16591,1
16593,2
16600,1
16602,1
16603,1
16609,2
16611,2
16612,2
16615,1
16616,1
16617,1
16620,1
16621,1
16622,1
16624,2
16628,2
16630,1
16633,1
16635,1
16636,1
16639,2
16640,1
16644,1
16646,2
16650,1
16651,3
16656,1
16658,1
16660,1
16664,3
16665,1
16667,1
16670,1
16672,2
16673,1
16674,2
16675,2
16676,2
16677,1
16678,1
16681,1
16686,1
16687,1
16689,1
16691,1
16693,1
16694,1
16696,2
16699,1
16700,2
16707,2
16708,1
16710,1
16712,2
16715,1
16716,1
16717,1
16722,1
16723,1
16725,2
16727,2
16728,1
16731,2
16732,1
16739,1
16740,1
16745,1
16751,3
16753,1
16755,1
16759,2
16766,1
16769,2
16773,2
16774,1
16775,1
16776,1
16779,1
16781,2
16784,2
16785,2
16786,3
16788,1
16789,2
16790,2
16793,2
16797,1
16798,2
16802,1
16803,2
16805,2
16806,1
16807,2
16808,2
16809,1
16822,2
16826,1
16831,2
16834,1
16835,2
16836,1
16838,1
16840,1
16844,3
16846,2
16847,1
16850,1
16852,1
16853,1
16858,1
16860,2
16862,2
16863,2
16864,2
16868,1
16872,1
16874,1
16876,2
16879,1
16881,2
16882,1
16883,1
16887,2
16889,1
16890,2
16892,1
16895,2
16896,2
16897,1
16898,1
16900,2
16904,1
16905,1
16907,2
16909,2
16910,1
16912,1
16913,3
16914,2
16916,1
16918,2
16920,1
16923,1
16924,1
16925,2
16927,1
16933,1
16938,1
16941,2
16943,2
16944,2
16946,1
16947,1
16949,1
16950,2
16955,3
16956,2
16957,1
16958,1
16960,2
16961,2
16963,3
16967,2
16972,2
16975,1
16976,1
16980,2
16981,2
16985,1
16989,1
16990,1
16991,1
16992,2
16994,1
16995,2
16998,1
16999,2
17001,2
17003,2
17004,1
17005,2
17008,2
17009,1
17012,2
17015,2
17016,1
17024,1
17025,2
17026,1
17027,1
17028,1
17029,1
17030,2
17031,1
17042,2
17044,1
17046,2
17048,2
17049,2
17051,1
17052,2
17054,1
17058,2
17061,2
17066,2
17067,1
17069,1
17072,1
17073,2
17075,2
17077,1
17078,2
17079,1
17080,1
17084,2
17085,2
17089,2
17094,2
17096,1
17097,1
17100,2
17101,1
17102,1
17103,1
17104,1
17107,1
17108,2
17109,1
17113,2
17114,1
17115,2
17117,1
17119,2
17120,1
17124,2
17125,2
17128,1
17131,2
17132,1
17134,2
17136,1
17138,1
17143,1
17144,1
17146,1
17147,1
17150,1
17154,1
17156,1
17160,3
17161,2
17164,2
17165,1
17166,2
17167,1
17168,1
17169,2
17172,2
17176,1
17177,2
17184,1
17186,1
17187,2
17188,2
17189,1
17193,1
17195,1
17197,2
17198,1
17199,1
17201,1
17203,1
17205,1
17209,1
17210,1
17211,3
17212,2
17214,1
17216,1
17218,2
17219,1
17222,2
17227,2
17229,1
17230,1
17231,2
17232,3
17234,2
17240,1
17249,2
17251,2
17254,1
17258,1
17260,1
17263,2
17265,1
17266,2
17268,2
17269,2
17270,1
17273,2
17274,1
17278,2
17282,2
17283,3
17286,1
17288,1
17290,2
17291,1
17294,1
17295,1
17296,1
17298,1
17301,2
17303,1
17306,1
17307,1
17309,2
17310,1
17312,1
17315,1
17316,1
17317,1
17318,1
17319,2
17322,1
17324,1
17328,2
17329,1
17330,1
17331,1
17338,2
17339,2
17341,1
17347,2
17348,1
17351,2
17354,1
17355,2
17357,1
17358,2
17361,1
17364,1
17365,3
17371,1
17373,2
17374,2
17375,1
17376,1
17377,1
17378,2
17380,1
17384,2
17386,3
17394,2
17395,1
17396,2
17397,1
17398,1
17400,2
17405,1
17409,1
17412,2
17413,1
17416,2
17417,2
17418,2
17421,2
17422,2
17425,1
17429,2
17434,2
17435,1
17437,1
17438,1
17439,1
17440,2
17442,2
17443,1
17445,1
17447,1
17450,1
17454,2
17455,1
17457,2
