,Apparel_Set,Bottomwear,Dress,Innerwear,Loungewear_and_Nightwear,Saree,Socks,Topwear,Casual,Ethnic,Formal,Party,Smart_Casual,Sports,Travel
20732,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
20733,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
20734,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20735,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
20738,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20740,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20742,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20745,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20746,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
20751,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
20754,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20755,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
20756,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20759,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
20760,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
20761,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
20763,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20767,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20770,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
20771,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20777,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20779,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20780,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
20781,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
20784,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20787,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
20788,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20789,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20790,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
20793,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20796,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20797,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20799,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
20802,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20804,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20806,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20807,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20808,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20810,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
20813,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20815,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20818,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20819,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20820,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
20821,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20824,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
20827,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20830,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20831,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20832,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
20833,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20834,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20836,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
20837,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20839,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20840,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20842,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20843,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20849,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20851,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
20853,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
20854,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
20855,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
20862,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
20863,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20865,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20867,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20869,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20872,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20873,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20875,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20877,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20885,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20886,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20887,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20888,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20889,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
20892,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20893,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20896,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20901,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20907,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20909,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20911,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20914,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20917,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20918,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
20919,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
20921,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20922,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20926,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20927,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20929,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
20930,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20931,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
20933,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20934,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20935,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20936,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20937,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
20942,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20943,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20947,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20948,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
20949,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20950,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20953,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20954,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20956,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20958,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20959,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20961,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20962,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20963,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20964,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20966,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20968,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20969,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
20971,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
20972,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
20976,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
20978,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
20979,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20982,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20983,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
20985,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20986,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20988,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
20989,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20990,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20991,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20992,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
20996,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21002,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
21003,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21005,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21006,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21009,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21011,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21013,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21014,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
21016,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21017,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21020,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
21021,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21029,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21030,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21033,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21041,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21042,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
21043,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21044,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21047,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21049,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
21050,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
21053,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21058,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21064,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21065,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21066,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
21068,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
21069,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
21072,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21073,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21074,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
21075,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21077,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21080,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21083,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21091,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21092,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21093,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21095,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21096,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21097,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21099,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
21101,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21105,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21106,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21107,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21109,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21111,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21114,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21117,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21122,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21128,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
21129,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21130,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
21132,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
21133,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21134,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21140,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21142,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21144,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21146,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
21148,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21152,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
21154,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21156,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
21158,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21162,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
21165,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21167,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
21173,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21176,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21177,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21178,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21179,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21181,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
21183,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
21184,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21189,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21191,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21192,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21194,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21198,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
21199,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21200,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21201,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21203,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
21209,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21210,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
21214,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21215,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21220,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21221,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
21222,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21225,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21226,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21228,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
21230,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21231,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
21234,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21236,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21238,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21239,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
21241,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21243,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21250,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
21251,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21253,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21254,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
21255,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21256,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21257,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21259,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
21260,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21262,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
21263,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21264,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21266,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21270,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
21272,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21274,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21277,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
21278,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21279,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21281,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21282,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21286,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21287,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21288,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21291,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
21292,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21295,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21299,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
21302,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21304,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21305,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21307,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
21308,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21309,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21312,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21315,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21320,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
21321,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21323,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
21324,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21328,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21332,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21335,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21336,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21339,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
21343,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21344,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21345,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
21347,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
21348,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21350,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21352,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21359,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
21362,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
21363,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21364,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21365,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21366,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21367,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21368,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21371,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
21375,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21376,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21382,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21383,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21385,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21387,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21389,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21390,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21396,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21397,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21400,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21402,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21403,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21404,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21407,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
21412,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21413,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
21419,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21420,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21422,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
21432,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21433,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21438,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21440,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
21441,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21445,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21447,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21449,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21453,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21454,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21455,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
21456,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21458,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
21460,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
21466,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21469,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21472,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21474,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21477,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
21481,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21484,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21485,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21488,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21494,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21497,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21498,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21500,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21501,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21502,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21504,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21506,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21508,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21509,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
21510,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21511,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
21517,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
21518,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21519,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21520,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21521,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
21523,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21526,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21528,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
21530,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21531,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21534,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21539,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
21542,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21543,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21544,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21546,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21552,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
21554,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21558,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21559,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21560,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21561,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21562,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21567,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21570,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
21571,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21572,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21573,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21574,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21575,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
21577,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21581,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21583,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21584,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21585,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21586,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21587,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21589,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21590,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21591,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21592,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21593,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
21596,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
21598,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
21599,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21602,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21603,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
21605,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
21606,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21607,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21614,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21615,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21617,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
21618,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21620,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
21623,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21625,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21628,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21630,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
21632,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21634,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21639,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
21640,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
21641,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21644,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21646,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
21650,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
